hotel_name,location,GPS,link,rating,rating_desc,reviews,description
Camping Le Damier,Pianottoli-Caldarello,"9.04682010412216,41.4759937947815",booking.com//hotel/fr/camping-le-damier.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=477&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"7,4",Bien,134 expériences vécues,"Situé à Pianottoli-Caldarello, le Camping Le Damier propose des hébergements avec une piscine extérieure, un restaurant et un bar. Chaque matin, ce camping vous sert un petit-déjeuner continental."
Le Florentin,Florentin-la-Capelle,"2.63143479824066,44.6301840144488",booking.com//hotel/fr/le-florentin.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=478&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,8",Superbe,303 expériences vécues,"Situé dans le charmant village de Florentin-la-Capelle, Le Florentin dispose d'un restaurant et d'un jardin comprenant une piscine saisonnière et une grande terrasse."
Appart’City Toulouse Tournefeuille,Tournefeuille,"1.33349776268005,43.5880691542274",booking.com//hotel/fr/antaeus-parc-constellation.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=479&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"7,5",Bien,371 expériences vécues,L'Appart'City Toulouse Tournefeuille propose des hébergements modernes et indépendants avec accès à une salle de sport. Le Stadium de Toulouse est à 8 km.
Hôtel Saint - Pierre,Villedieu-les-Poêles,"-1.22181326150894,48.8385868456432",booking.com//hotel/fr/saint-pierre-villedieu-les-poeles.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=480&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"7,7",Bien,283 expériences vécues,"Construit en 1905 et situé au cœur de Villedieu-les-Poêles, en Normandie, l'Hôtel Saint-Pierre est idéal pour un séjour paisible dans un hébergement de qualité."
mon château en Berry,Les Aix-dʼAngillon,"2.573168,47.198006",booking.com//hotel/fr/mon-chateau-en-berry.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=481&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"9,3",Fabuleux,106 expériences vécues,"Situé aux Aix-d'Angillon, l’établissement mon château en Berry propose un salon commun. Vous pourrez profiter d’une piscine extérieure."
Le Vieux Relais,Cosne-Cours-sur-Loire,"2.92428280000001,47.4092288",booking.com//hotel/fr/le-vieux-relais-cosne-cours-sur-loire.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=482&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"7,8",Bien,475 expériences vécues,"Situé à Cosne-Cours-sur-Loire, l'établissement Le Vieux Relais dispose d'un restaurant, d'un bar, d'une terrasse et d'une connexion Wi-Fi gratuite dans l'ensemble de ses locaux."
Hotel Radiana,La Léchère,"6.48194566369057,45.5174345911073",booking.com//hotel/fr/radiana.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=483&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"7,9",Bien,704 expériences vécues,"L'hôtel Radiana est situé dans le complexe thermal de La Léchère, dans le village de Bains, à 6 km de Moûtiers."
"Hotel & SPA Harretchea, Côte Basque",Ahetze,"-1.57063282460626,43.4054387568381",booking.com//hotel/fr/harretchea.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=484&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,4",Très bien,209 expériences vécues,"Situé à Ahetze, l'Hotel Harretchea propose une connexion Wi-Fi gratuite et un jardin, à 5 km de la plage et à 20 minutes en voiture de la frontière espagnole."
Auberge Aux Portes de Conques,Saint-Cyprien-sur-Dourdou,"2.40996345877647,44.5468438294651",booking.com//hotel/fr/auberge-aux-portes-de-conques.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=485&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,4",Très bien,554 expériences vécues,"Située à Saint-Cyprien-sur-Dourdou, l'Auberge Aux Portes de Conques se trouve à 8 km de Conques et à seulement 3 km du parc régional des Causses du Quercy."
chambres d'hotes : La cour d'Etrepy,Le Mesnil-sur-Oger,"4.024982,48.947767",booking.com//hotel/fr/chambres-d-39-hotes-la-cour-d-39-etrepy.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=486&hpos=11&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,5",Très bien,130 expériences vécues,"Bénéficiant d'un salon commun, les chambres d'hôtes : La cour d'Etrepy est située au Mesnil-sur-Oger. Vous profiterez gratuitement d'une connexion Wi-Fi et d'un parking privé."
Village Nature et Océan,Messanges,"-1.38295233249664,43.8155860262395",booking.com//hotel/fr/nature-et-ocean.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=487&hpos=12&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,1",Très bien,291 expériences vécues,"Le Village Nature et Océan est doté d'une piscine extérieure chauffée avec un bain à remous, d'une salle de sport et d'un sauna."
Castel Damandre,Arbois,"5.80544292926788,46.8757102810912",booking.com//hotel/fr/hostellerie-le-moulin-de-la-mere-michelle.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=488&hpos=13&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,6",Superbe,631 expériences vécues,"Situé dans la vallée du vignoble d'Arbois, dans la magnifique ville des Planches, le Castel Damandre est installé au pied d'une cascade dans cadre luxuriant."
Hotel Arpege,Arpajon,"2.24602550268173,48.5879189279914",booking.com//hotel/fr/arpege-arpajon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=489&hpos=14&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"7,6",Bien,409 expériences vécues,"Situé dans le centre-ville d'Arpajon, à la jonction des autoroutes A6 et A10, l'Hotel Arpege dispose d'un bar, d'une terrasse et de parkings extérieur et souterrain."
Vacancéole - Le Domaine de la Corniche - Deauville Sud,Auberville,"-0.0339969992637634,49.307441297858",booking.com//hotel/fr/le-domaine-de-la-corniche.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=490&hpos=15&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"6,6",Note,1 315 expériences vécues,"Situé à seulement 650 mètres des falaises des Vaches Noires, le Vacancéole - Le Domaine de la Corniche se trouve à 7 km à l'est de Cabourg."
Auberge de la Baume,Bâlot,"4.429309,47.813345",booking.com//hotel/fr/auberge-de-la-baume.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=491&hpos=16&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,7",Superbe,57 expériences vécues,"Située à Bâlot, l'Auberge de la Baume propose un restaurant, un bar et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Toutes les chambres comprennent une armoire."
Le Moulin Du Landion Hôtel et Spa,Dolancourt,"4.61789757013321,48.2676817688271",booking.com//hotel/fr/le-moulin-du-landion.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=492&hpos=17&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,2",Très bien,866 expériences vécues,"Installé dans un élégant moulin à eau du XVIe siècle, Le Moulin Du Landion allie charme du passé (façade en bois, vannages, roue à aubes) et confort moderne."
Hôtel - DéfiPlanet',Dienné,"0.560738928616047,46.4458086795481",booking.com//hotel/fr/defiplanet.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=493&hpos=18&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,1",Très bien,201 expériences vécues,"Situé à Dienné, à 500 mètres du DéfiPlanet, l'Hôtel - DéfiPlanet' propose un restaurant, un parking privé gratuit, un bar et un salon commun. L'hôtel possède un jardin et une aire de jeux pour..."
Résidence Odalys Le Buet,Morillon,"6.67233824729919,46.0662114248075",booking.com//hotel/fr/le-buet.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=494&hpos=19&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"7,5",Bien,72 expériences vécues,La Résidence Odalys Le Buet bénéficie d'un emplacement privilégié au pied des pistes de ski et à quelques pas des remontées mécaniques les plus proches.
Hôtel Le Niobel,Belgodère,"9.02140617370605,42.585993256986",booking.com//hotel/fr/le-niobel-belgodere.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=495&hpos=20&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"9,4",Fabuleux,129 expériences vécues,"L'Hôtel Le Niobel se situe dans Belgodère, à 8 km de la mer, et propose un restaurant. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking."
La Perle d'Eze - Appart Hotel,Èze,"7.363187,43.730502",booking.com//hotel/fr/la-perle-d-39-eze.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=496&hpos=21&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,7",Superbe,126 expériences vécues,"Situé à Èze, à moins de 1 km de la plage d'Eze, L'établissement La Perle d'Eze - Appart Hotel propose des hébergements dotés d'une connexion Wi-Fi gratuite, d'une terrasse ou d'un balcon ainsi que..."
Kyriad Dijon Est - Quetigny,Quetigny,"5.10502696037292,47.3120676774766",booking.com//hotel/fr/kyriad-dijon-quetigny.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=497&hpos=22&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"7,9",Bien,1 396 expériences vécues,"Situé à 20 minutes en tramway du centre-ville de Dijon, cet hôtel 3 étoiles est doté de tous les équipements nécessaires à un séjour confortable."
L'Estirado des Adrets,Les Adrets-de-l'Estérel,"6.81004554033279,43.5154067217217",booking.com//hotel/fr/estirado-des-adrets.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=498&hpos=23&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,6",Superbe,195 expériences vécues,"Situé à Les Adrets de l'Estérel, l'établissement L'Estirado des Adrets propose une piscine extérieure, une terrasse et une vue sur la montagne."
Château de Fleurville & Spa - Les Collectionneurs,Fleurville,"4.88086938858032,46.4441263748443",booking.com//hotel/fr/chateau-de-fleurville.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=499&hpos=24&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,1",Très bien,225 expériences vécues,"Construit en 1624 par les comtes de Fleur Ville, le Château de Fleurville & Spa - Chateaux et Hotels Collection est situé à 14 km de Tournus et à 16 km de Mâcon."
Aux secrets d'Agathe,Plan,"5.3932157,45.3136529",booking.com//hotel/fr/le-relais-du-voyageur.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=500&hpos=25&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"8,9",Superbe,20 expériences vécues,"Situé à Plan, à 47 km de Vienne, l'établissement Aux secrets d'Agathe propose une piscine extérieure ouverte en saison et une connexion Wi-Fi gratuite."
hotel le Soli,Saint-Julien-en-Genevois,"6.07959836142891,46.1435918115179",booking.com//hotel/fr/le-soli.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=e95d4cfcab2b4a9752fe2b21d118acdf&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=501&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632872082&srpvid=6e01a5c8d43a0115&ucfs=1&from=searchresults,"6,8",Note,262 expériences vécues,"L'hotel le Soli vous accueille à Saint-Julien-en-Genevois, à 9 km de Genève et à seulement 2 minutes à pied d'un arrêt de bus desservant Genève. Le stationnement privé sur place est gratuit."
Hôtel Saint-Pierre,Vire,"-0.890237241983414,48.8395683891185",booking.com//hotel/fr/ha-tel-saint-pierre.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=e95d4cfcab2b4a9752fe2b21d118acdf&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=502&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632872082&srpvid=6e01a5c8d43a0115&ucfs=1&from=searchresults,"7,4",Bien,367 expériences vécues,"L'Hôtel Saint-Pierre se situe dans le centre de Vire, à seulement 400 mètres des églises Saint-Anne et Notre-Dame. Il possède un bain à remous, une terrasse et un bar sur place."
Hôtel Restaurant Le Monêtier,Le Monêtier-les-Bains,"6.509,44.975709",booking.com//hotel/fr/le-monetier.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=e95d4cfcab2b4a9752fe2b21d118acdf&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=503&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632872082&srpvid=6e01a5c8d43a0115&ucfs=1&from=searchresults,"9,2",Fabuleux,400 expériences vécues,"Situé au Monêtier-les-Bains, à 1,3 km de l'école de ski de Serre Chevalier Monêtier, l'Hôtel Restaurant Le Monêtier propose un restaurant, un parking privé gratuit, un bar et une terrasse."
La Ferme Chapouton,Grignan,"4.90306217658849,44.4205322971204",booking.com//hotel/fr/crepuscule.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=e95d4cfcab2b4a9752fe2b21d118acdf&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=504&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632872082&srpvid=6e01a5c8d43a0115&ucfs=1&from=searchresults,"8,8",Superbe,193 expériences vécues,"Dotée d'une piscine extérieure chauffée, d'un grand jardin et d'une terrasse bien exposée, La Ferme Chapouton occupe un bâtiment du XVIIIe siècle à Grignan."
Domaine Résidentiel de Plein Air Odalys Le Port de la Chaine,Pleubian,"-3.1427210846557,48.855544",booking.com//hotel/fr/domaine-residentiel-de-plein-air-odalys-le-port-de-la-chaine.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=e95d4cfcab2b4a9752fe2b21d118acdf&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=505&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632872082&srpvid=6e01a5c8d43a0115&ucfs=1&from=searchresults,"7,3",Bien,79 expériences vécues,"Situé à Pleubian, le Domaine Résidentiel de Plein Air Odalys Le Port de la Chaine propose des hébergements et un parking privé gratuit."
Gite de la Draye,Crots,"6.475005,44.49841",booking.com//hotel/fr/gite-de-la-draye.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=e95d4cfcab2b4a9752fe2b21d118acdf&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=506&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632872082&srpvid=6e01a5c8d43a0115&ucfs=1&from=searchresults,"8,6",Superbe,119 expériences vécues,"Situé à Crots, le Gite de la Draye dispose d'un restaurant, d'un bar, d'un salon commun et d'un jardin. Il propose des chambres familiales et un barbecue. Vous pourrez prendre un verre au snack-bar."
Location PRAPOUTEL les 7 Laux,Les Adrets,"5.99313113163,45.252177276874",booking.com//hotel/fr/studio-tout-confort-balcon-les-7-laux-prapoutel.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=e95d4cfcab2b4a9752fe2b21d118acdf&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=507&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632872082&srpvid=6e01a5c8d43a0115&ucfs=1&from=searchresults,"9,1",Fabuleux,13 expériences vécues,"Emplacement PRAPOUTEL les Situé aux Adrets, le 7 Laux dispose d'un restaurant et d'une terrasse. Offrant une vue sur le lac, il se trouve à 35 km de Chambéry."
Hotel Maquis et Mer,Sari-Solenzara,"9.39948096871376,41.856396133067",booking.com//hotel/fr/maquis-et-mer.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=e95d4cfcab2b4a9752fe2b21d118acdf&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=508&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632872082&srpvid=6e01a5c8d43a0115&ucfs=1&from=searchresults,"8,3",Très bien,762 expériences vécues,L’Hotel Maquis et Mer propose des hébergements à seulement 400 mètres de la plage et du port de plaisance de Solenzara.
